Time [s],Coolant Temp [F],Engine Speed [RPM],Exhaust Gas Temp [F] 
341.354319,183.20000000000002,5916.872609999999,-
341.361893,183.20000000000002,5958.27939,-
341.372979,183.20000000000002,6000.0768,-
341.380586,183.20000000000002,6043.0461,-
341.400786,183.20000000000002,6159.063209999999,-
341.41223,183.20000000000002,6203.5950299999995,-
341.423262,183.20000000000002,6271.564649999999,-
341.430904,183.20000000000002,6300.080639999999,-
341.442254,183.20000000000002,6364.534589999999,-
341.45367,183.20000000000002,6347.346869999999,-
341.471134,183.20000000000002,6228.59535,-
341.48336,183.20000000000002,6182.11038,-
341.499835,-,-,1436.437255859375
341.503623,183.20000000000002,6008.67066,-
341.511322,183.20000000000002,5892.262919999999,-
341.522405,183.20000000000002,5828.59023,-
341.533508,183.20000000000002,5719.21383,-
341.541078,183.20000000000002,5673.90075,-
341.552444,183.20000000000002,5621.1657,-
341.563876,183.20000000000002,5603.19672,-
341.57148,183.20000000000002,5581.71207,-
341.582869,183.20000000000002,5575.46199,-
341.60518,183.20000000000002,5598.50916,-
341.612748,183.20000000000002,5672.728859999999,-
341.623868,183.20000000000002,5679.7602,-
341.631498,183.20000000000002,5732.49525,-
341.642926,183.20000000000002,5742.2609999999995,-
341.654293,183.20000000000002,5816.090069999999,-
341.661933,183.20000000000002,5830.93401,-
341.672983,183.20000000000002,5894.606699999999,-
341.68062,183.20000000000002,5892.65355,-
341.691737,183.20000000000002,5947.7323799999995,-
341.710332,-,-,1436.437255859375
341.714033,183.20000000000002,5988.74853,-
341.721629,183.20000000000002,5966.87325,-
341.733044,183.20000000000002,6026.2490099999995,-
341.740669,183.20000000000002,6009.4519199999995,-
341.752064,183.20000000000002,6039.1398,-
341.763475,183.20000000000002,5995.779869999999,-
341.774924,183.20000000000002,5994.99861,-
341.782511,183.20000000000002,5938.74789,-
341.793622,183.20000000000002,5957.49813,-
341.815872,183.20000000000002,5900.466149999999,-
341.908234,183.20000000000002,5889.52851,-
341.928165,183.20000000000002,5971.17018,-
341.928232,-,-,1436.437255859375
341.931996,183.20000000000002,5997.73302,-
341.943426,183.20000000000002,5966.48262,-
341.95441,183.20000000000002,6014.13948,-
341.961984,183.20000000000002,5977.42026,-
341.973323,183.20000000000002,5997.73302,-
341.980883,183.20000000000002,5941.4823,-
341.994633,183.20000000000002,5923.90395,-
342.002271,183.20000000000002,5850.074879999999,-
342.013613,183.20000000000002,5864.91882,-
342.037946,183.20000000000002,5828.1996,-
342.041797,183.20000000000002,5840.30913,-
342.053104,183.20000000000002,5872.340789999999,-
342.064238,183.20000000000002,5860.23126,-
342.071796,183.20000000000002,5910.62253,-
342.083218,183.20000000000002,5924.68521,-
342.090851,183.20000000000002,5973.123329999999,-
342.102235,183.20000000000002,5982.107819999999,-
342.113317,183.20000000000002,6016.87389,-
342.120923,183.20000000000002,6011.7957,-
342.14316,183.20000000000002,6041.092949999999,-
342.143229,-,-,1436.437255859375
342.15452,183.20000000000002,6022.73334,-
342.162167,183.20000000000002,5974.68585,-
342.173577,183.20000000000002,5957.1075,-
342.181204,183.20000000000002,5907.10686,-
342.192558,183.20000000000002,5887.18473,-
342.203915,183.20000000000002,5846.949839999999,-
342.211539,183.20000000000002,5854.37181,-
342.222926,183.20000000000002,5841.090389999999,-
342.245984,183.20000000000002,5860.621889999999,-
342.253611,183.20000000000002,5873.12205,-
342.261202,183.20000000000002,5855.93433,-
342.272579,183.20000000000002,5865.30945,-
342.283918,183.20000000000002,5865.30945,-
342.29125,183.20000000000002,5849.2936199999995,-
342.31368,183.20000000000002,5800.07424,-
342.321277,183.20000000000002,5796.167939999999,-
342.332626,183.20000000000002,5781.324,-
342.352801,183.20000000000002,5786.40219,-
342.352869,-,-,1436.437255859375
342.364105,183.20000000000002,5786.79282,-
342.371687,183.20000000000002,5767.26132,-
342.383033,183.20000000000002,5775.85518,-
342.394415,183.20000000000002,5746.94856,-
342.402061,183.20000000000002,5760.22998,-
342.413372,183.20000000000002,5724.29202,-
342.420913,183.20000000000002,5741.47974,-
342.433196,183.20000000000002,5710.61997,-
342.440814,183.20000000000002,5729.76084,-
342.470841,183.20000000000002,5667.26004,-
342.482188,183.20000000000002,5672.338229999999,-
342.493572,183.20000000000002,5651.63484,-
342.501206,183.20000000000002,5664.134999999999,-
342.512579,183.20000000000002,5655.931769999999,-
342.523981,183.20000000000002,5657.10366,-
342.531532,183.20000000000002,5648.90043,-
342.568377,183.20000000000002,5622.33759,-
342.568445,-,-,1436.437255859375
342.572257,183.20000000000002,5578.58703,-
342.583605,183.20000000000002,5545.774109999999,-
342.602358,183.20000000000002,5461.398029999999,-
342.613746,183.20000000000002,5422.72566,-
342.621347,183.20000000000002,5379.756359999999,-
342.63268,183.20000000000002,5360.224859999999,-
342.643785,183.20000000000002,5324.2869,-
342.651366,183.20000000000002,5288.34894,-
342.68274,183.20000000000002,5183.269469999999,-
342.694149,183.20000000000002,5131.70631,-
342.701685,183.20000000000002,5088.34638,-
342.713117,183.20000000000002,5027.7987299999995,-
342.72449,183.20000000000002,4959.43848,-
342.731792,183.20000000000002,4903.57839,-
342.743212,183.20000000000002,4833.26499,-
342.750829,183.20000000000002,4794.20199,-
342.762296,183.20000000000002,4738.732529999999,-
342.782238,183.20000000000002,4697.71638,-
342.782306,-,-,1436.437255859375
342.793373,183.20000000000002,4662.95031,-
342.804002,183.20000000000002,4689.90378,-
342.811658,183.20000000000002,4736.38875,-
342.823082,183.20000000000002,4788.7331699999995,-
342.842147,183.20000000000002,4816.07727,-
342.85329,183.20000000000002,4817.249159999999,-
342.863063,183.20000000000002,4794.592619999999,-
342.870736,183.20000000000002,4769.98293,-
342.913782,183.20000000000002,4717.63851,-
342.921426,183.20000000000002,4714.12284,-
342.932791,183.20000000000002,4715.6853599999995,-
342.944182,183.20000000000002,4727.79489,-
342.963146,183.20000000000002,4744.59198,-
342.974261,183.20000000000002,4743.8107199999995,-
342.994429,183.20000000000002,4753.57647,-
342.994497,-,-,1436.437255859375
343.002047,183.20000000000002,4730.91993,-
343.013343,183.20000000000002,4700.84142,-
343.032332,183.20000000000002,4637.94999,-
343.043737,183.20000000000002,4593.8088,-
343.051354,183.20000000000002,4556.69895,-
343.062786,183.20000000000002,4547.323829999999,-
343.07421,183.20000000000002,4525.057919999999,-
343.081837,183.20000000000002,4505.52642,-
343.097546,183.20000000000002,4499.276339999999,-
343.10141,183.20000000000002,4473.49476,-
343.112765,183.20000000000002,4481.69799,-
343.124182,183.20000000000002,4467.63531,-
343.131476,183.20000000000002,4453.57263,-
343.154336,183.20000000000002,4420.759709999999,-
343.161575,183.20000000000002,4398.4938,-
343.172678,183.20000000000002,4388.33742,-
343.18411,183.20000000000002,4360.60269,-
343.204376,-,-,1436.437255859375
343.211941,183.20000000000002,4391.85309,-
343.223333,183.20000000000002,4413.72837,-
343.230968,183.20000000000002,4416.46278,-
343.242359,183.20000000000002,4405.52514,-
343.253759,183.20000000000002,4415.68152,-
343.261402,183.20000000000002,4403.18136,-
343.272405,183.20000000000002,4381.306079999999,-
343.283668,183.20000000000002,4375.837259999999,-
343.291904,183.20000000000002,4340.28993,-
343.323149,181.4,4331.30544,-
343.334483,181.4,4321.9303199999995,-
343.342088,181.4,4299.2737799999995,-
343.353485,181.4,4262.55456,-
343.361177,181.4,4291.0705499999995,-
343.372248,181.4,4288.336139999999,-
343.391149,181.4,4259.42952,-
343.414946,181.4,4236.77298,-
343.415014,-,-,1436.437255859375
343.422593,181.4,4284.03921,-
343.433987,181.4,4280.52354,-
343.44123,181.4,4288.726769999999,-
343.452606,181.4,4276.22661,-
343.464015,181.4,4242.2418,-
343.471607,181.4,4338.33678,-
343.48305,181.4,4405.91577,-
343.494123,181.4,4425.8378999999995,-
343.501797,181.4,4462.16649,-
343.519657,181.4,4459.8227099999995,-
343.523453,183.20000000000002,4517.63595,-
343.531112,183.20000000000002,4639.12188,-
343.54244,183.20000000000002,4689.12252,-
343.553597,183.20000000000002,4889.90634,-
343.561247,183.20000000000002,4974.673049999999,-
343.57233,183.20000000000002,5130.53442,-
343.583751,183.20000000000002,5263.73925,-
343.591347,183.20000000000002,5381.31888,-
343.602502,183.20000000000002,5491.47654,-
343.630606,183.20000000000002,5505.14859,-
343.630687,-,-,1436.437255859375
343.634381,183.20000000000002,5484.4452,-
343.641993,183.20000000000002,5538.74277,-
343.653389,183.20000000000002,5471.94504,-
343.664486,183.20000000000002,5532.88332,-
343.683131,181.4,5378.9751,-
343.694382,181.4,5301.63036,-
343.701929,181.4,5221.55121,-
343.711739,181.4,5201.23845,-
343.735157,181.4,5112.565439999999,-
343.742836,181.4,5126.2374899999995,-
343.754147,181.4,5210.22294,-
343.761766,181.4,5219.598059999999,-
343.773216,181.4,5268.81744,-
343.784603,181.4,5336.0058,-
343.803311,181.4,5426.24133,-
343.810906,181.4,5415.69432,-
343.82199,181.4,5552.41482,-
343.842586,183.20000000000002,5520.383159999999,-
343.842667,-,-,1436.437255859375
343.853936,183.20000000000002,5604.3686099999995,-
343.861561,183.20000000000002,5711.4012299999995,-
343.872913,183.20000000000002,5670.38508,-
343.884331,183.20000000000002,5764.9175399999995,-
343.891969,183.20000000000002,5748.511079999999,-
343.90336,183.20000000000002,5832.1059,-
343.911022,183.20000000000002,5831.32464,-
343.922108,183.20000000000002,5924.68521,-
343.950263,181.4,5934.060329999999,-
343.954007,181.4,6036.79602,-
343.961646,181.4,6144.6098999999995,-
343.972725,181.4,6168.82896,-
343.984181,181.4,6330.549779999999,-
343.9917,181.4,6353.206319999999,-
344.003102,181.4,6478.59855,-
344.014228,181.4,6474.69225,-
344.021814,181.4,6547.349429999999,-
344.033237,181.4,6536.021159999999,-
344.057575,181.4,6525.86478,-
344.057621,-,-,1436.437255859375
344.061358,181.4,6386.01924,-
344.07272,181.4,6291.096149999999,-
344.084156,183.20000000000002,6202.81377,-
344.091784,183.20000000000002,6156.328799999999,-
344.103169,183.20000000000002,6087.96855,-
344.114507,183.20000000000002,6044.21799,-
344.121977,183.20000000000002,5987.96727,-
344.134276,183.20000000000002,5974.68585,-
344.141921,183.20000000000002,5951.248049999999,-
344.172156,183.20000000000002,5920.388279999999,-
344.18359,183.20000000000002,5881.32528,-
344.191215,183.20000000000002,5827.418339999999,-
344.202345,183.20000000000002,5746.1673,-
344.213736,183.20000000000002,5663.35374,-
344.221299,183.20000000000002,5576.633879999999,-
344.232694,183.20000000000002,5478.97638,-
344.244064,183.20000000000002,5400.85038,-
344.251709,183.20000000000002,5305.53666,-
344.273386,183.20000000000002,5234.83263,-
344.273453,-,-,1436.437255859375
344.281045,183.20000000000002,5104.362209999999,-
344.292095,183.20000000000002,5044.59582,-
344.303533,183.20000000000002,4979.75124,-
344.314927,183.20000000000002,4923.8911499999995,-
344.322522,183.20000000000002,4860.99972,-
344.333646,183.20000000000002,4812.95223,-
344.341257,181.4,4753.18584,-
344.352644,181.4,4693.0288199999995,-
344.378683,181.4,4641.85629,-
344.382508,181.4,4533.65178,-
344.39388,181.4,4489.51059,-
344.479475,181.4,4425.44727,-
344.479557,-,-,1436.437255859375
344.499422,181.4,4248.10125,-
344.503228,181.4,4294.58622,-
344.522145,181.4,4333.2585899999995,-
344.533506,181.4,4409.431439999999,-
344.541069,181.4,4436.77554,-
344.552163,181.4,4480.13547,-
344.563544,181.4,4498.10445,-
344.571154,181.4,4510.995239999999,-
344.582224,181.4,4542.24564,-
344.610088,181.4,4546.9331999999995,-
344.613547,181.4,4578.57423,-
344.624617,181.4,4562.5584,-
344.645922,181.4,4560.21462,-
344.653579,181.4,4533.261149999999,-
344.661245,181.4,4542.63627,-
344.672596,181.4,4520.76099,-
344.680004,-,-,1436.437255859375
344.683775,181.4,4522.32351,-
344.691359,181.4,4536.38619,-
344.719409,181.4,4521.5422499999995,-
344.723221,181.4,4555.917689999999,-
344.734642,181.4,4550.8395,-
344.7422,181.4,4601.23077,-
344.764121,181.4,4606.308959999999,-
344.771499,181.4,4592.246279999999,-
344.782863,181.4,4544.589419999999,-
344.794252,181.4,4548.49572,-
344.801857,181.4,4525.057919999999,-
344.826257,181.4,4480.91673,-
344.833787,181.4,4437.556799999999,-
344.841392,181.4,4409.82207,-
344.852776,181.4,4367.243399999999,-
344.864198,181.4,4302.398819999999,-
344.883214,181.4,4234.8198299999995,-
344.883296,-,-,1436.437255859375
344.894577,181.4,4162.162649999999,-
344.901873,181.4,4167.631469999999,-
344.913278,181.4,4153.1781599999995,-
344.943115,181.4,4114.89642,-
344.954172,181.4,4086.7710599999996,-
344.961476,181.4,4119.19335,-
344.972863,181.4,4131.30288,-
344.984226,181.4,4120.75587,-
345.003204,181.4,4208.25699,-
345.014607,181.4,4213.72581,-
345.036924,181.4,4290.67992,-
345.044261,181.4,4330.914809999999,-
345.051789,181.4,4374.66537,-
345.063055,181.4,4364.1183599999995,-
345.071599,181.4,4357.08702,-
345.083052,181.4,4329.74292,-
345.086945,-,-,1436.437255859375
345.094438,181.4,4267.24212,-
345.101728,181.4,4261.38267,-
345.124494,181.4,4168.0221,-
345.142359,181.4,4127.39658,-
345.153729,181.4,4014.8951399999996,-
345.172893,181.4,4057.0831799999996,-
345.184252,181.4,4035.2079,-
345.192001,181.4,4030.1297099999997,-
345.20352,181.4,4000.4418299999998,-
345.211237,181.4,3967.2382799999996,-
345.22276,181.4,4014.11388,-
345.250766,181.4,4016.0670299999997,-
345.254564,181.4,4009.4263199999996,-
345.262271,181.4,3987.16041,-
345.273851,181.4,3955.9100099999996,-
345.281175,181.4,3949.65993,-
345.288772,-,-,1436.437255859375
345.292566,181.4,3928.9565399999997,-
345.303966,181.4,3889.5029099999997,-
345.31131,181.4,3902.3936999999996,-
345.322678,181.4,3898.4874,-
345.334123,181.4,3866.45574,-
345.358515,181.4,3862.9400699999997,-
345.365776,181.4,3799.26738,-
345.373362,181.4,3792.23604,-
345.381025,181.4,3764.89194,-
345.3924,181.4,3730.12587,-
345.403838,181.4,3707.46933,-
345.411436,181.4,3688.7190899999996,-
345.422852,181.4,3655.9061699999997,-
345.434278,181.4,3610.9837199999997,-
345.441852,181.4,3598.09293,-
345.482537,181.4,3484.02897,-
345.490061,-,-,1436.437255859375
345.493776,181.4,3443.7940799999997,-
345.503907,181.4,3394.96533,-
345.511535,181.4,3385.19958,-
345.522949,181.4,3358.63674,-
345.534357,181.4,3316.83933,-
345.54197,181.4,3289.1045999999997,-
345.553355,181.4,3267.22932,-
345.573293,181.4,3236.7601799999998,-
345.584721,181.4,3181.68135,-
345.592333,181.4,3180.11883,-
345.603723,181.4,3163.32174,-
345.611315,181.4,3146.13402,-
345.622699,181.4,3159.8060699999996,-
345.634112,181.4,3168.39993,-
345.6528,181.4,3153.16536,-
345.680918,181.4,3179.3375699999997,-
345.692355,181.4,3201.21285,-
345.692423,-,-,1436.437255859375
345.703535,181.4,3232.8538799999997,-
345.714613,181.4,3239.49459,-
345.722162,181.4,3234.80703,-
345.73357,181.4,3259.4167199999997,-
345.741174,181.4,3298.47972,-
345.75258,181.4,3305.9016899999997,-
345.764016,181.4,3304.7297999999996,-
345.788412,181.4,3322.30815,-
345.792151,181.4,3311.7611399999996,-
345.803578,181.4,3310.1986199999997,-
345.811193,181.4,3318.4018499999997,-
345.822628,181.4,3300.4328699999996,-
345.834076,181.4,3271.13562,-
345.841592,181.4,3255.1197899999997,-
345.852995,181.4,3227.3850599999996,-
345.864389,181.4,3187.5407999999998,-
345.872033,181.4,3139.8839399999997,-
345.896479,-,-,1436.437255859375
345.903974,181.4,3044.96085,-
345.91157,181.4,2994.56958,-
345.922864,181.4,2976.20997,-
345.935078,181.4,2948.8658699999996,-
345.942739,181.4,2906.6778299999996,-
345.954136,181.4,2868.78672,-
345.961694,181.4,2848.47396,-
345.972834,181.4,2853.55215,-
345.984283,181.4,2842.22388,-
346.00483,181.4,2815.2704099999996,-
346.012428,181.4,2820.7392299999997,-
346.023965,181.4,2825.81742,-
346.031776,181.4,2820.7392299999997,-
346.043131,181.4,2808.2390699999996,-
346.054706,181.4,2842.22388,-
346.062403,181.4,2862.9272699999997,-
346.074042,181.4,2860.58349,-
346.081461,181.4,2849.25522,-
346.093022,181.4,2875.81806,-
346.113038,-,-,1436.437255859375
346.124491,181.4,2862.53664,-
346.132074,181.4,2887.92759,-
346.143513,181.4,2922.30303,-
346.151159,181.4,2922.69366,-
346.162302,181.4,2907.06846,-
346.1734,181.4,2923.86555,-
346.184779,181.4,2943.78768,-
346.192401,181.4,2934.8031899999996,-
346.218373,181.4,2921.13114,-
346.222225,181.4,2939.1001199999996,-
346.233607,181.4,2934.8031899999996,-
346.24124,181.4,2914.8810599999997,-
346.252605,181.4,2910.9747599999996,-
346.264002,181.4,2934.02193,-
346.271642,181.4,2932.0687799999996,-
346.283056,181.4,2913.7091699999996,-
346.294155,181.4,2909.80287,-
346.301775,181.4,2966.44422,-
346.326096,181.4,2984.80383,-
346.326153,-,-,1436.437255859375
346.333687,181.4,2960.9754,-
346.341384,181.4,2978.55375,-
346.352472,181.4,2965.27233,-
346.366242,181.4,2923.08429,-
346.373948,181.4,2888.70885,-
346.381536,181.4,2898.4746,-
346.392666,181.4,2873.86491,-
346.404117,181.4,2837.92695,-
346.411775,181.4,2769.9573299999997,-
346.431619,181.4,2774.64489,-
346.443033,181.4,2737.14441,-
346.454134,181.4,2685.19062,-
346.461721,181.4,2648.4714,-
346.473107,181.4,2694.56574,-
346.484567,181.4,2709.8003099999996,-
346.492135,181.4,2698.86267,-
346.503552,181.4,2659.40904,-
346.514928,181.4,2699.2533,-
346.538699,181.4,2720.7379499999997,-
346.538767,-,-,1436.437255859375
346.542565,181.4,2678.15928,-
346.553943,181.4,2650.4245499999997,-
346.561536,181.4,2655.50274,-
346.572969,181.4,2636.3618699999997,-
346.584336,181.4,2610.18966,-
346.591645,181.4,2562.1421699999996,-
346.614428,181.4,2628.54927,-
346.622082,181.4,2639.0962799999998,-
346.643998,181.4,2627.37738,-
346.66301,181.4,2704.33149,-
346.674405,181.4,2696.12826,-
346.681999,181.4,2656.67463,-
346.693423,181.4,2663.3153399999997,-
346.704591,181.4,2662.92471,-
346.712192,181.4,2642.61195,-
346.751706,181.4,2526.20421,-
346.751788,-,-,1436.437255859375
346.763155,181.4,2475.81294,-
346.774594,181.4,2432.06238,-
346.78207,181.4,2384.01489,-
346.794319,181.4,2464.8752999999997,-
346.802022,181.4,2529.7198799999996,-
346.81311,181.4,2557.45461,-
346.824536,181.4,2560.18902,-
346.832112,181.4,2554.32957,-
346.861663,181.4,2550.8138999999996,-
346.873191,181.4,2485.57869,-
346.884264,181.4,2502.7664099999997,-
346.90301,181.4,2568.7828799999997,-
346.914419,181.4,2548.47012,-
346.921767,181.4,2505.5008199999997,-
346.933145,181.4,2564.8765799999996,-
346.94457,181.4,2598.86139,-
346.963133,181.4,2598.4707599999997,-
346.963215,-,-,1436.437255859375
347.042921,181.4,2539.4856299999997,-
347.068991,181.4,2552.37642,-
347.072803,181.4,2503.54767,-
347.084216,181.4,2526.20421,-
347.095572,181.4,2523.4698,-
347.103138,181.4,2501.98515,-
347.114276,181.4,2465.65656,-
347.121887,181.4,2498.4694799999997,-
347.133257,181.4,2519.17287,-
347.144603,181.4,2518.78224,-
347.152188,181.4,2502.37578,-
347.175874,181.4,2499.64137,-
347.175941,-,-,1436.437255859375
347.18356,181.4,2641.44006,-
347.19455,181.4,2655.11211,-
347.213535,181.4,2680.89369,-
347.224898,181.4,2702.7689699999996,-
347.23254,181.4,2689.8781799999997,-
347.243848,181.4,2657.06526,-
347.251466,181.4,2630.8930499999997,-
347.262803,181.4,2651.59644,-
347.283426,181.4,2643.78384,-
347.294441,181.4,2571.9079199999996,-
347.301994,181.4,2605.89273,-
347.312137,181.4,2659.40904,-
347.33492,181.4,2656.2839999999997,-
347.34251,181.4,2650.81518,-
347.353925,181.4,2727.37866,-
347.36146,181.4,2752.76961,-
347.372847,181.4,2743.3944899999997,-
347.388602,181.4,2714.8785,-
347.388659,-,-,1436.437255859375
347.392473,181.4,2747.6914199999997,-
347.403795,181.4,2750.4258299999997,-
347.41497,181.4,2724.64425,-
347.422545,181.4,2678.15928,-
347.433927,181.4,2671.9092,-
347.452918,181.4,2714.09724,-
347.46434,181.4,2691.4406999999997,-
347.471939,181.4,2657.4558899999997,-
347.495695,181.4,2707.0659,-
347.503317,181.4,2713.31598,-
347.514349,181.4,2675.42487,-
347.521941,181.4,2678.15928,-
347.533335,181.4,2694.1751099999997,-
347.54473,181.4,2685.5812499999997,-
347.552025,181.4,2657.06526,-
347.574815,181.4,2654.7214799999997,-
347.58237,181.4,2666.0497499999997,-
347.604621,181.4,2652.76833,-
347.604689,-,-,1436.437255859375
347.623363,181.4,2636.7525,-
347.634773,181.4,2636.7525,-
347.642033,181.4,2623.47108,-
347.653446,181.4,2587.53312,-
347.664884,181.4,2647.6901399999997,-
347.672405,181.4,2703.1596,-
347.691393,181.4,2698.4720399999997,-
347.714835,181.4,2780.50434,-
347.722281,181.4,2787.53568,-
347.73423,181.4,2766.44166,-
347.741634,181.4,2739.48819,-
347.753011,181.4,2752.76961,-
347.76412,181.4,2733.6287399999997,-
347.771349,181.4,2703.1596,-
347.782763,181.4,2642.2213199999997,-
347.794286,181.4,2631.28368,-
347.812155,181.4,2613.3147,-
347.812166,181.4,2586.36123,-
347.8122,-,-,1436.437255859375
347.82358,181.4,2542.2200399999997,-
347.831375,181.4,2495.7350699999997,-
347.842782,181.4,2560.97028,-
347.854152,181.4,2621.51793,-
347.861804,181.4,2631.28368,-
347.873176,181.4,2630.11179,-
347.884558,181.4,2651.9870699999997,-
347.892171,181.4,2705.11275,-
347.918271,181.4,2725.42551,-
347.922111,181.4,2691.4406999999997,-
347.933466,181.4,2715.65976,-
347.944885,181.4,2706.28464,-
347.952482,181.4,2676.20613,-
347.963626,181.4,2634.40872,-
347.971267,181.4,2593.39257,-
347.982676,181.4,2573.86107,-
347.994004,181.4,2553.15768,-
348.001302,181.4,2516.8290899999997,-
348.025075,181.4,2457.8439599999997,-
348.025142,-,-,1436.437255859375
348.03273,181.4,2504.3289299999997,-
348.044136,181.4,2520.73539,-
348.051673,181.4,2518.78224,-
348.063095,181.4,2493.78192,-
348.074528,181.4,2531.2824,-
348.082133,181.4,2583.62682,-
348.093563,181.4,2596.51761,-
348.104934,181.4,2593.39257,-
348.112527,181.4,2592.22068,-
348.132639,181.4,2683.23747,-
348.146383,181.4,2689.48755,-
348.154104,181.4,2684.01873,-
348.165175,181.4,2748.47268,-
348.172744,181.4,2785.1919,-
348.184089,181.4,2790.66072,-
348.191713,181.4,2773.0823699999996,-
348.203129,181.4,2792.22324,-
348.214501,181.4,2809.02033,-
348.2347,181.4,2796.52017,-
348.234746,-,-,1436.437255859375
348.242232,181.4,2713.7066099999997,-
348.253599,181.4,2689.8781799999997,-
348.265042,181.4,2649.2526599999997,-
348.272636,181.4,2601.5958,-
348.284056,181.4,2549.64201,-
348.291628,181.4,2522.29791,-
348.303048,181.4,2569.56414,-
348.31444,181.4,2578.54863,-
348.322055,181.4,2568.39225,-
348.353728,181.4,2603.15832,-
348.361327,181.4,2606.67399,-
348.37272,181.4,2592.61131,-
348.384127,181.4,2585.57997,-
348.391733,181.4,2648.08077,-
348.403179,181.4,2680.50306,-
348.414523,181.4,2680.50306,-
348.42218,181.4,2656.2839999999997,-
348.446201,181.4,2651.9870699999997,-
348.446269,-,-,1436.437255859375
348.453805,181.4,2608.62714,-
348.465148,181.4,2564.09532,-
348.472767,181.4,2515.26657,-
348.484205,181.4,2544.17319,-
348.491798,181.4,2565.26721,-
348.503242,181.4,2562.92343,-
348.514647,181.4,2547.29823,-
348.521933,181.4,2547.6888599999997,-
348.533275,181.4,2629.72116,-
348.553202,181.4,2676.98739,-
348.561648,181.4,2672.29983,-
348.58427,181.4,2768.7854399999997,-
348.591823,181.4,2768.39481,-
348.603238,181.4,2741.44134,-
348.614639,181.4,2782.06686,-
348.622243,181.4,2832.84876,-
348.633737,181.4,2836.3644299999996,-
348.653579,181.4,2813.31726,-
348.653662,-,-,1436.437255859375
348.665297,181.4,2928.16248,-
348.672905,181.4,2941.8345299999996,-
348.684329,181.4,2921.52177,-
348.703335,181.4,3028.55439,-
348.714737,181.4,3026.99187,-
348.722381,181.4,2980.5069,-
348.733736,181.4,2984.0225699999996,-
348.761576,181.4,2921.9123999999997,-
348.772947,181.4,2925.42807,-
348.78441,181.4,3019.5699,-
348.791703,181.4,3026.2106099999996,-
348.802818,181.4,2989.10076,-
348.814249,181.4,2984.0225699999996,-
348.821849,181.4,3046.9139999999998,-
348.833232,181.4,3042.61707,-
348.84464,181.4,3004.7259599999998,-
348.863199,181.4,3020.3511599999997,-
348.863245,-,-,1436.437255859375
348.874478,181.4,3091.44582,-
348.882093,181.4,3052.7734499999997,-
348.893531,181.4,3112.14921,-
348.904925,181.4,3169.96245,-
348.912575,181.4,3171.52497,-
348.923965,181.4,3133.24323,-
348.931656,181.4,3192.61899,-
348.942999,181.4,3209.80671,-
348.969001,181.4,3186.3689099999997,-
348.972736,181.4,3231.6819899999996,-
348.986252,181.4,3231.6819899999996,-
348.993925,181.4,3195.3534,-
349.005318,181.4,3193.79088,-
349.012611,181.4,3219.18183,-
349.024047,181.4,3198.8690699999997,-
349.031678,181.4,3142.22772,-
349.043096,181.4,3179.3375699999997,-
349.054209,181.4,3201.9941099999996,-
349.076514,181.4,3186.3689099999997,-
349.076582,-,-,1436.437255859375
349.08376,181.4,3147.69654,-
349.091392,181.4,3132.07134,-
349.1028,181.4,3101.9928299999997,-
349.114204,181.4,3059.41416,-
349.125602,181.4,3096.5240099999996,-
349.133202,181.4,3109.4148,-
349.14463,181.4,3098.86779,-
349.152233,181.4,3094.18023,-
349.163666,181.4,3156.2904,-
349.183245,181.4,3176.21253,-
349.194694,181.4,3199.2596999999996,-
349.202307,181.4,3241.0571099999997,-
349.213713,181.4,3239.8852199999997,-
349.221403,181.4,3207.4629299999997,-
349.232758,181.4,3257.46357,-
349.244129,181.4,3271.9168799999998,-
349.25171,181.4,3240.27585,-
349.263129,181.4,3198.8690699999997,-
349.284844,181.4,3193.4002499999997,-
349.284912,-,-,1436.437255859375
349.303926,181.4,3058.2422699999997,-
349.311478,181.4,3070.74243,-
349.322904,181.4,3063.32046,-
349.334265,181.4,3037.92951,-
349.352968,181.4,3041.4451799999997,-
349.36433,181.4,3045.7421099999997,-
349.371946,181.4,3025.42935,-
349.394088,181.4,3037.92951,-
349.401571,181.4,3039.8826599999998,-
349.425349,181.4,3012.1479299999996,-
349.433023,181.4,3051.2109299999997,-
349.44412,181.4,3062.92983,-
349.451715,181.4,3052.38282,-
349.462988,181.4,3055.5078599999997,-
349.474433,181.4,3081.28944,-
349.492679,181.4,3081.28944,-
349.492747,-,-,1436.437255859375
349.580857,181.4,3068.0080199999998,-
349.599301,181.4,3160.1967,-
349.603092,181.4,3148.4777999999997,-
349.614505,181.4,3112.14921,-
349.622022,181.4,3112.93047,-
349.633129,181.4,3094.9614899999997,-
349.644428,181.4,3061.75794,-
349.663404,181.4,3056.67975,-
349.674738,181.4,3058.6328999999996,-
349.682362,181.4,3037.5388799999996,-
349.704614,181.4,3014.49171,-
349.704695,-,-,1436.437255859375
349.712216,181.4,3025.42935,-
349.723532,181.4,3003.5540699999997,-
349.73491,181.4,2984.80383,-
349.742495,181.4,3011.7572999999998,-
349.753578,181.4,3019.96053,-
349.765006,181.4,3007.46037,-
349.783661,181.4,2996.1321,-
349.807537,181.4,2986.36635,-
349.815175,181.4,2942.22516,-
349.833792,181.4,3028.9450199999997,-
349.845175,181.4,3031.6794299999997,-
349.852761,181.4,3026.60124,-
349.86418,181.4,3050.42967,-
349.871776,181.4,3054.7266,-
349.882859,181.4,3041.05455,-
