Time [s],Coolant Temp [F],Engine Speed [RPM],Exhaust Gas Temp [F] 
36.842512,123.8,2814.8797799999998,-
36.850054,123.8,2793.39513,-
36.861299,123.8,2760.58221,-
36.868823,123.8,2776.20741,-
36.88011,123.8,2781.2855999999997,-
36.891325,123.8,2765.6603999999998,-
36.902605,123.8,2741.44134,-
36.909771,123.8,2744.17575,-
36.9235,123.8,2773.86363,-
36.931029,123.8,2784.0200099999997,-
36.941951,123.8,2774.2542599999997,-
36.949461,123.8,2764.4885099999997,-
36.960711,123.8,2800.8170999999998,-
36.971972,123.8,2816.05167,-
36.979547,123.8,2811.75474,-
36.990872,123.8,2790.27009,-
37.001796,123.8,2804.7234,-
37.005593,-,-,1436.437255859375
37.00939,123.8,2807.8484399999998,-
37.029478,123.8,2789.48883,-
37.040486,123.8,2750.4258299999997,-
37.051745,123.8,2755.8946499999997,-
37.059326,123.8,2743.00386,-
37.081754,123.8,2685.19062,-
37.089311,123.8,2701.59708,-
37.100547,123.8,2700.42519,-
37.111854,123.8,2677.3780199999997,-
37.140558,123.8,2649.64329,-
37.151843,123.8,2642.2213199999997,-
37.159337,123.8,2617.61163,-
37.170641,123.8,2593.0019399999996,-
37.181892,123.8,2640.6587999999997,-
37.200702,123.8,2690.65944,-
37.208283,-,-,1436.437255859375
37.211912,123.8,2680.50306,-
37.219427,123.8,2694.56574,-
37.238056,123.8,2719.95669,-
37.241865,123.8,2717.22228,-
37.249409,123.8,2701.2064499999997,-
37.260636,123.8,2678.15928,-
37.271856,123.8,2695.7376299999996,-
37.279118,123.8,2691.05007,-
37.290445,123.8,2672.69046,-
37.301741,123.8,2636.3618699999997,-
37.309314,123.8,2635.58061,-
37.320557,123.8,2642.2213199999997,-
37.338578,123.8,2634.40872,-
37.34237,123.8,2608.62714,-
37.34955,123.8,2580.1111499999997,-
37.36086,123.8,2616.04911,-
37.37212,123.8,2649.2526599999997,-
37.379686,123.8,2646.5182499999996,-
37.391056,123.8,2634.40872,-
37.402341,123.8,2628.9399,-
37.409899,123.8,2665.26849,-
37.40998,-,-,1436.437255859375
37.421373,123.8,2672.69046,-
37.440864,123.8,2659.79967,-
37.452011,123.8,2659.40904,-
37.459581,123.8,2671.9092,-
37.470704,123.8,2657.84652,-
37.481942,123.8,2635.1899799999997,-
37.489582,123.8,2625.0335999999998,-
37.500693,123.8,2660.1902999999998,-
37.511951,123.8,2666.44038,-
37.519504,123.8,2658.62778,-
37.530783,123.8,2630.8930499999997,-
37.547253,123.8,2648.08077,-
37.551018,123.8,2653.94022,-
37.562251,123.8,2643.78384,-
37.569779,123.8,2619.5647799999997,-
37.581088,123.8,2601.98643,-
37.592072,123.8,2636.3618699999997,-
37.610895,123.8,2641.04943,-
37.610976,-,-,1436.437255859375
37.622163,123.8,2613.70533,-
37.629342,123.8,2633.6274599999997,-
37.639298,123.8,2658.62778,-
37.661232,123.8,2639.0962799999998,-
37.672219,123.8,2620.73667,-
37.679692,123.8,2641.83069,-
37.690721,123.8,2645.34636,-
37.702009,123.8,2629.3305299999997,-
37.709572,123.8,2595.34572,-
37.720843,123.8,2583.62682,-
37.732144,123.8,2565.65784,-
37.7397,123.8,2535.57933,-
37.759519,123.8,2503.54767,-
37.770807,123.8,2447.29695,-
37.782101,123.8,2455.1095499999997,-
37.793097,123.8,2447.29695,-
37.800537,123.8,2429.32797,-
37.811826,123.8,2391.04623,-
37.811894,-,-,1436.437255859375
37.819407,123.8,2420.73411,-
37.830685,123.8,2493.0006599999997,-
37.841696,123.8,2515.26657,-
37.84923,123.8,2523.07917,-
37.870413,123.8,2530.8917699999997,-
37.881672,123.8,2535.1886999999997,-
37.88919,123.8,2523.8604299999997,-
37.900532,123.8,2498.07885,-
37.911808,123.8,2474.25042,-
37.919346,123.8,2515.26657,-
37.930322,123.8,2541.04815,-
37.941283,123.8,2536.7512199999996,-
37.952571,123.8,2525.03232,-
37.969009,123.8,2547.6888599999997,-
37.980267,123.8,2550.8138999999996,-
37.99153,123.8,2541.04815,-
37.999055,123.8,2507.0633399999997,-
38.01007,123.8,2548.07949,-
38.01389,-,-,1436.437255859375
38.021332,123.8,2608.62714,-
38.032612,123.8,2623.47108,-
38.040132,123.8,2625.4242299999996,-
38.051446,123.8,2619.95541,-
38.073094,123.8,2644.9557299999997,-
38.081572,123.8,2635.97124,-
38.089228,123.8,2601.98643,-
38.100486,123.8,2610.58029,-
38.11179,123.8,2620.73667,-
38.119307,123.8,2611.75218,-
38.130639,123.8,2588.31438,-
38.14193,123.8,2558.6265,-
38.14946,123.8,2601.98643,-
38.160745,123.8,2624.64297,-
38.179987,123.8,2597.6895,-
38.190952,123.8,2618.0022599999998,-
38.202375,123.8,2665.26849,-
38.20961,123.8,2675.03424,-
38.217312,-,-,1436.437255859375
38.221179,123.8,2669.95605,-
38.232733,123.8,2657.84652,-
38.240023,123.8,2680.89369,-
38.251475,123.8,2687.1437699999997,-
38.259234,123.8,2670.3466799999997,-
38.280673,123.8,2648.86203,-
38.292065,123.8,2678.94054,-
38.299711,123.8,2679.33117,-
38.31105,123.8,2665.65912,-
38.322295,123.8,2643.00258,-
38.329785,123.8,2654.33085,-
38.341021,123.8,2649.64329,-
38.352343,123.8,2627.76801,-
38.35994,123.8,2596.12698,-
38.381505,123.8,2574.6423299999997,-
38.392764,123.8,2565.26721,-
38.399991,123.8,2538.31374,-
38.411038,123.8,2493.78192,-
38.418636,-,-,1436.437255859375
38.422043,123.8,2501.5945199999996,-
38.4296,123.8,2531.67303,-
38.451809,123.8,2535.1886999999997,-
38.459386,123.8,2505.89145,-
38.483233,123.8,2545.34508,-
38.490715,123.8,2575.8142199999998,-
38.500779,123.8,2566.4391,-
38.5121,123.8,2566.4391,-
38.519662,123.8,2634.01809,-
38.530882,123.8,2676.59676,-
38.541892,123.8,2685.5812499999997,-
38.549117,123.8,2680.1124299999997,-
38.571751,123.8,2706.6752699999997,-
38.589596,123.8,2690.65944,-
38.600917,123.8,2653.1589599999998,-
38.61216,123.8,2682.8468399999997,-
38.61974,123.8,2687.5344,-
38.619797,-,-,1436.437255859375
38.630985,123.8,2678.15928,-
38.642262,125.60000000000001,2649.2526599999997,-
38.649766,125.60000000000001,2668.0029,-
38.661047,125.60000000000001,2677.76865,-
38.672342,125.60000000000001,2662.53408,-
38.701548,125.60000000000001,2667.2216399999998,-
38.709079,125.60000000000001,2676.98739,-
38.72033,125.60000000000001,2670.3466799999997,-
38.731664,125.60000000000001,2645.73699,-
38.739197,125.60000000000001,2659.79967,-
38.750502,125.60000000000001,2664.0966,-
38.761502,125.60000000000001,2652.76833,-
38.769086,125.60000000000001,2620.73667,-
38.78039,125.60000000000001,2607.0646199999996,-
38.802205,125.60000000000001,2634.40872,-
38.813439,125.60000000000001,2629.72116,-
38.820938,125.60000000000001,2598.86139,-
38.821005,-,-,1436.437255859375
38.832267,125.60000000000001,2625.81486,-
38.839797,123.8,2662.92471,-
38.851131,123.8,2666.44038,-
38.862447,123.8,2656.2839999999997,-
38.87336,123.8,2642.2213199999997,-
38.880901,123.8,2660.97156,-
38.892167,125.60000000000001,2662.92471,-
38.910199,125.60000000000001,2610.58029,-
38.933531,125.60000000000001,2644.17447,-
38.941082,125.60000000000001,2641.44006,-
38.952357,125.60000000000001,2623.08045,-
38.959917,125.60000000000001,2600.81454,-
38.97124,125.60000000000001,2619.95541,-
38.982573,125.60000000000001,2622.2991899999997,-
38.990136,125.60000000000001,2604.72084,-
39.007512,123.8,2578.158,-
39.011295,123.8,2556.67335,-
39.022877,123.8,2564.8765799999996,-
39.022958,-,-,1436.437255859375
39.030517,123.8,2553.93894,-
39.053176,125.60000000000001,2495.34444,-
39.060411,125.60000000000001,2501.98515,-
39.071874,125.60000000000001,2532.84492,-
39.079404,125.60000000000001,2533.6261799999997,-
39.090897,125.60000000000001,2518.78224,-
39.110668,125.60000000000001,2492.61003,-
39.231782,123.8,2550.03264,-
39.231839,-,-,1436.437255859375
39.239312,123.8,2517.61035,-
39.250577,125.60000000000001,2532.84492,-
39.261876,125.60000000000001,2569.56414,-
39.269371,125.60000000000001,2573.86107,-
39.291613,125.60000000000001,2545.73571,-
39.299154,125.60000000000001,2593.7832,-
39.310112,125.60000000000001,2639.87754,-
39.321354,125.60000000000001,2644.17447,-
39.341177,125.60000000000001,2643.00258,-
39.352111,123.8,2657.06526,-
39.359664,123.8,2653.5495899999996,-
39.370903,123.8,2632.8462,-
39.382203,123.8,2605.89273,-
39.389725,123.8,2629.72116,-
39.411998,123.8,2634.79935,-
39.419514,123.8,2614.48659,-
39.443021,123.8,2607.84588,-
39.443102,-,-,1436.437255859375
39.461572,125.60000000000001,2672.29983,-
39.471267,125.60000000000001,2657.84652,-
39.482583,125.60000000000001,2670.73731,-
39.489871,125.60000000000001,2671.12794,-
39.501181,125.60000000000001,2651.20581,-
39.512437,125.60000000000001,2621.90856,-
39.520015,125.60000000000001,2597.6895,-
39.531257,125.60000000000001,2593.39257,-
39.544927,125.60000000000001,2577.76737,-
39.552431,125.60000000000001,2547.6888599999997,-
39.559976,125.60000000000001,2514.0946799999997,-
39.571222,125.60000000000001,2511.3602699999997,-
39.582484,125.60000000000001,2552.76705,-
39.589979,125.60000000000001,2572.29855,-
39.601269,125.60000000000001,2573.0798099999997,-
39.61253,125.60000000000001,2549.64201,-
39.620059,125.60000000000001,2577.3767399999997,-
39.631362,125.60000000000001,2593.0019399999996,-
39.648664,125.60000000000001,2588.7050099999997,-
39.64871,-,-,1436.437255859375
39.652444,125.60000000000001,2571.12666,-
39.659981,125.60000000000001,2552.76705,-
39.671291,125.60000000000001,2589.8768999999998,-
39.682554,125.60000000000001,2606.28336,-
39.701289,125.60000000000001,2572.68918,-
39.712574,125.60000000000001,2578.158,-
39.720015,125.60000000000001,2596.51761,-
39.731287,125.60000000000001,2590.2675299999996,-
39.75312,125.60000000000001,2569.95477,-
39.760637,125.60000000000001,2581.28304,-
39.771652,125.60000000000001,2613.70533,-
39.779166,125.60000000000001,2610.18966,-
39.790433,125.60000000000001,2598.08013,-
39.801725,125.60000000000001,2588.31438,-
39.820315,125.60000000000001,2609.01777,-
39.831594,125.60000000000001,2595.7363499999997,-
39.839126,125.60000000000001,2560.18902,-
39.857095,125.60000000000001,2586.36123,-
39.857152,-,-,1436.437255859375
39.860942,125.60000000000001,2618.78352,-
39.871858,125.60000000000001,2624.25234,-
39.883014,125.60000000000001,2612.5334399999997,-
39.891569,125.60000000000001,2603.54895,-
39.899233,125.60000000000001,2646.90888,-
39.910249,125.60000000000001,2668.0029,-
39.921507,125.60000000000001,2664.4872299999997,-
39.940303,125.60000000000001,2650.4245499999997,-
39.956681,125.60000000000001,2656.2839999999997,-
39.960464,125.60000000000001,2645.73699,-
39.971759,125.60000000000001,2613.70533,-
39.979303,125.60000000000001,2590.65816,-
39.990613,125.60000000000001,2619.95541,-
40.001853,125.60000000000001,2632.8462,-
40.009401,125.60000000000001,2622.2991899999997,-
40.020652,125.60000000000001,2602.37706,-
40.031907,125.60000000000001,2599.25202,-
40.039457,125.60000000000001,2618.0022599999998,-
40.060707,-,-,1436.437255859375
40.07199,123.8,2574.2517,-
40.079169,123.8,2625.4242299999996,-
40.090449,123.8,2669.95605,-
40.101503,123.8,2673.47172,-
40.112752,123.8,2669.17479,-
40.120352,123.8,2671.5185699999997,-
40.131624,123.8,2685.97188,-
40.142828,123.8,2682.45621,-
40.150408,123.8,2661.36219,-
40.161992,123.8,2635.1899799999997,-
40.180816,123.8,2674.6436099999996,-
40.191818,123.8,2662.53408,-
40.199325,123.8,2642.2213199999997,-
40.210624,123.8,2646.5182499999996,-
40.221907,125.60000000000001,2679.33117,-
40.22949,125.60000000000001,2692.22196,-
40.240469,125.60000000000001,2683.6281,-
40.251429,125.60000000000001,2668.7841599999997,-
40.267828,125.60000000000001,2694.95637,-
40.267896,-,-,1436.437255859375
40.271302,125.60000000000001,2702.3783399999998,-
40.282291,125.60000000000001,2689.48755,-
40.300627,125.60000000000001,2664.87786,-
40.310649,125.60000000000001,2694.56574,-
40.321986,123.8,2695.3469999999998,-
40.329487,123.8,2681.2843199999998,-
40.340796,123.8,2661.36219,-
40.351823,123.8,2694.56574,-
40.371873,123.8,2708.62842,-
40.383162,123.8,2672.69046,-
40.390387,123.8,2679.33117,-
40.401398,123.8,2687.5344,-
40.412713,123.8,2678.94054,-
40.420235,123.8,2655.11211,-
40.431554,123.8,2628.54927,-
40.442819,123.8,2665.26849,-
40.450367,123.8,2681.6749499999996,-
40.461636,123.8,2673.47172,-
40.476007,123.8,2648.86203,-
40.476067,-,-,1436.437255859375
40.479743,125.60000000000001,2659.40904,-
40.491073,125.60000000000001,2685.97188,-
40.501997,125.60000000000001,2684.4093599999997,-
40.50957,125.60000000000001,2664.4872299999997,-
40.520811,125.60000000000001,2642.2213199999997,-
40.531847,125.60000000000001,2651.9870699999997,-
40.542846,125.60000000000001,2644.9557299999997,-
40.550359,125.60000000000001,2621.51793,-
40.561671,125.60000000000001,2588.7050099999997,-
40.579692,125.60000000000001,2573.86107,-
40.591016,125.60000000000001,2630.11179,-
40.602304,125.60000000000001,2625.81486,-
40.609837,125.60000000000001,2599.64265,-
40.621148,125.60000000000001,2623.8617099999997,-
40.63216,125.60000000000001,2635.97124,-
40.639724,125.60000000000001,2629.3305299999997,-
40.662223,125.60000000000001,2585.9705999999996,-
40.680323,125.60000000000001,2596.51761,-
40.680404,-,-,1436.437255859375
40.691631,125.60000000000001,2570.3453999999997,-
40.710439,125.60000000000001,2535.96996,-
40.721605,125.60000000000001,2562.92343,-
40.730026,123.8,2571.9079199999996,-
40.741402,123.8,2564.48595,-
40.75273,123.8,2533.23555,-
40.760198,123.8,2546.5169699999997,-
40.78992,123.8,2512.14153,-
40.801242,123.8,2476.5942,-
40.812586,123.8,2499.25074,-
40.820079,123.8,2516.04783,-
40.831375,125.60000000000001,2508.6258599999996,-
40.842617,125.60000000000001,2489.48499,-
40.850181,125.60000000000001,2475.03168,-
40.861449,125.60000000000001,2522.6885399999996,-
40.872509,125.60000000000001,2548.47012,-
40.888859,125.60000000000001,2545.34508,-
40.888927,-,-,1436.437255859375
40.892707,125.60000000000001,2524.25106,-
40.90023,125.60000000000001,2542.2200399999997,-
40.911502,125.60000000000001,2584.4080799999997,-
